Institution,CIPCODE,CIPCODE_LABEL,ConferralYear,AwardLevel,Completions,Target Program
Texas A&M University-College Station,13.0501,Educational/Instructional Technology.,2020,Master's degree,32,X
Texas A&M University-College Station,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,105,X
Texas A&M University-College Station,13.0301,Curriculum and Instruction.,2020,Master's degree,188,X
Saint Joseph's University - Lancaster,51.3802,Nursing Administration.,2020,Master's degree,13,X
Saint Joseph's University - Lancaster,51.3203,Nursing Education.,2020,Master's degree,9,X
Saint Joseph's University - Lancaster,51.2201,"Public Health, General.",2020,Master's degree,3,X
Saint Joseph's University - Lancaster,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,18,X
A T Still University of Health Sciences,51.2201,"Public Health, General.",2021,Master's degree,107,X
A T Still University of Health Sciences,51.0701,Health/Health Care Administration/Management.,2021,Master's degree,20,X
Abilene Christian University,52.0201,"Business Administration and Management, General.",2021,Master's degree,78,X
Adams State University,44.0401,Public Administration.,2021,Master's degree,5,X
Adelphi University,13.0501,Educational/Instructional Technology.,2021,Master's degree,8,X
Adler University,52.0213,Organizational Leadership.,2021,Master's degree,0,X
Adler University,42.0101,"Psychology, General.",2021,Master's degree,22,X
Adrian College,52.0801,"Finance, General.",2021,Master's degree,0,X
Adrian College,52.0301,Accounting.,2021,Master's degree,21,X
Adrian College,52.0201,"Business Administration and Management, General.",2021,Master's degree,0,X
Adrian College,51.0701,Health/Health Care Administration/Management.,2021,Master's degree,2,X
Adrian College,31.0504,Sport and Fitness Administration/Management.,2021,Master's degree,6,X
Adrian College,13.0301,Curriculum and Instruction.,2021,Master's degree,5,X
AdventHealth University,51.3802,Nursing Administration.,2021,Master's degree,48,X
Air Force Institute of Technology-Graduate School of Engineering & Management,14.1001,Electrical and Electronics Engineering.,2021,Master's degree,41,X
Alabama A & M University,11.0101,"Computer and Information Sciences, General.",2021,Master's degree,7,X
Albany State University,52.0201,"Business Administration and Management, General.",2021,Master's degree,21,X
Albany State University,51.3801,Registered Nursing/Registered Nurse.,2021,Master's degree,18,X
Albany State University,44.0701,Social Work.,2021,Master's degree,10,X
Albany State University,13.1205,Secondary Education and Teaching.,2021,Master's degree,6,X
Albany State University,13.1101,Counselor Education/School Counseling and Guidance Services.,2021,Master's degree,6,X
Albany State University,13.1001,"Special Education and Teaching, General.",2021,Master's degree,8,X
Alcorn State University,13.1205,Secondary Education and Teaching.,2021,Master's degree,36,X
Alderson Broaddus University,13.0401,"Educational Leadership and Administration, General.",2021,Master's degree,4,X
Allen College,51.3802,Nursing Administration.,2021,Master's degree,2,X
Alliance University,52.0213,Organizational Leadership.,2021,Master's degree,16,X
Alliance University,52.0201,"Business Administration and Management, General.",2021,Master's degree,9,X
Alliance University,51.1508,Mental Health Counseling/Counselor.,2021,Master's degree,41,X
Alliance University,13.1202,Elementary Education and Teaching.,2021,Master's degree,4,X
Alvernia University,13.1001,"Special Education and Teaching, General.",2021,Master's degree,13,X
Amberton University,52.1301,Management Science.,2021,Master's degree,2,X
Amberton University,52.0201,"Business Administration and Management, General.",2021,Master's degree,41,X
Amberton University,30.7102,Business Analytics.,2021,Master's degree,0,X
American International College,51.3802,Nursing Administration.,2021,Master's degree,3,X
American International College,51.3203,Nursing Education.,2021,Master's degree,3,X
American University,51.0701,Health/Health Care Administration/Management.,2021,Master's degree,15,X
American University,31.0504,Sport and Fitness Administration/Management.,2021,Master's degree,25,X
American University,22.0201,"Advanced Legal Research/Studies, General.",2021,Master's degree,31,X
Amridge University,52.0213,Organizational Leadership.,2021,Master's degree,23,X
Amridge University,52.0201,"Business Administration and Management, General.",2021,Master's degree,12,X
Ana G. Mendez University,52.0203,"Logistics, Materials, and Supply Chain Management.",2021,Master's degree,19,X
Ana G. Mendez University,52.0201,"Business Administration and Management, General.",2021,Master's degree,34,X
Ana G. Mendez University,51.3801,Registered Nursing/Registered Nurse.,2021,Master's degree,2,X
Anderson University,52.0213,Organizational Leadership.,2021,Master's degree,21,X
Anderson University,13.0501,Educational/Instructional Technology.,2021,Master's degree,36,X
Andrews University,51.2201,"Public Health, General.",2021,Master's degree,7,X
Andrews University,13.0501,Educational/Instructional Technology.,2021,Master's degree,0,X
Angelo State University,52.0201,"Business Administration and Management, General.",2021,Master's degree,131,X
Angelo State University,51.3805,Family Practice Nurse/Nursing.,2021,Master's degree,21,X
Angelo State University,51.3203,Nursing Education.,2021,Master's degree,7,X
Angelo State University,51.2201,"Public Health, General.",2021,Master's degree,0,X
Angelo State University,44.0701,Social Work.,2021,Master's degree,23,X
Angelo State University,13.1101,Counselor Education/School Counseling and Guidance Services.,2021,Master's degree,106,X
Angelo State University,13.0401,"Educational Leadership and Administration, General.",2021,Master's degree,30,X
Angelo State University,13.0301,Curriculum and Instruction.,2021,Master's degree,36,X
Angelo State University,11.0101,"Computer and Information Sciences, General.",2021,Master's degree,0,X
Anna Maria College,44.0401,Public Administration.,2021,Master's degree,99,X
Antioch University,52.0201,"Business Administration and Management, General.",2021,Master's degree,1,X
Antioch University,13.1001,"Special Education and Teaching, General.",2021,Master's degree,1,X
Antioch University-New England,51.1508,Mental Health Counseling/Counselor.,2021,Master's degree,48,X
Appalachian State University,52.0201,"Business Administration and Management, General.",2021,Master's degree,45,X
Appalachian State University,51.3801,Registered Nursing/Registered Nurse.,2021,Master's degree,6,X
Appalachian State University,51.0701,Health/Health Care Administration/Management.,2021,Master's degree,11,X
Appalachian State University,44.0701,Social Work.,2021,Master's degree,53,X
Appalachian State University,25.0101,Library and Information Science.,2021,Master's degree,27,X
Appalachian State University,13.1315,Reading Teacher Education.,2021,Master's degree,37,X
Appalachian State University,13.1202,Elementary Education and Teaching.,2021,Master's degree,0,X
Appalachian State University,13.0501,Educational/Instructional Technology.,2021,Master's degree,16,X
Appalachian State University,13.0301,Curriculum and Instruction.,2021,Master's degree,16,X
Arizona State University Digital Immersion,52.1301,Management Science.,2021,Master's degree,199,X
Arizona State University Digital Immersion,52.0213,Organizational Leadership.,2021,Master's degree,5,X
Arizona State University Digital Immersion,52.0203,"Logistics, Materials, and Supply Chain Management.",2021,Master's degree,11,X
Arizona State University Digital Immersion,51.3801,Registered Nursing/Registered Nurse.,2021,Master's degree,0,X
Arizona State University Digital Immersion,51.0701,Health/Health Care Administration/Management.,2021,Master's degree,2,X
Arizona State University Digital Immersion,44.0701,Social Work.,2021,Master's degree,292,X
Arizona State University Digital Immersion,44.0501,"Public Policy Analysis, General.",2021,Master's degree,17,X
Arizona State University Digital Immersion,44.0401,Public Administration.,2021,Master's degree,14,X
Arizona State University Digital Immersion,42.0101,"Psychology, General.",2021,Master's degree,100,X
Arizona State University Digital Immersion,22.0201,"Advanced Legal Research/Studies, General.",2021,Master's degree,205,X
Arizona State University Digital Immersion,14.1001,Electrical and Electronics Engineering.,2021,Master's degree,23,X
Arizona State University Digital Immersion,13.1001,"Special Education and Teaching, General.",2021,Master's degree,1272,X
Arizona State University Digital Immersion,13.0501,Educational/Instructional Technology.,2021,Master's degree,85,X
Arizona State University Digital Immersion,13.0401,"Educational Leadership and Administration, General.",2021,Master's degree,53,X
Arizona State University Digital Immersion,13.0301,Curriculum and Instruction.,2021,Master's degree,204,X
Arizona State University Digital Immersion,11.0701,Computer Science.,2021,Master's degree,105,X
Arizona State University Digital Immersion,9.0702,Digital Communication and Media/Multimedia.,2021,Master's degree,189,X
Arkansas State University,52.0201,"Business Administration and Management, General.",2021,Master's degree,56,X
Arkansas State University,51.3801,Registered Nursing/Registered Nurse.,2021,Master's degree,36,X
Arkansas State University,44.0401,Public Administration.,2021,Master's degree,121,X
Arkansas State University,31.0504,Sport and Fitness Administration/Management.,2021,Master's degree,177,X
Arkansas State University,13.1315,Reading Teacher Education.,2021,Master's degree,232,X
Arkansas State University,13.1101,Counselor Education/School Counseling and Guidance Services.,2021,Master's degree,31,X
Arkansas State University,13.0301,Curriculum and Instruction.,2021,Master's degree,134,X
Arkansas State University,9.0702,Digital Communication and Media/Multimedia.,2021,Master's degree,23,X
Arkansas Tech University,52.0201,"Business Administration and Management, General.",2021,Master's degree,16,X
